Epocs,softmax_lr_avg,softmax_lr_median,softmax_lr_std,softmax_lr_var,softmax_lr_max,softmax_lr_min,sgd_avg,sgd_median,sgd_std,sgd_var,sgd_max,sgd_min,sgd_lr_avg,sgd_lr_median,sgd_lr_std,sgd_lr_var,sgd_lr_max,sgd_lr_min
52,3.7336198883767455,3.7335658073425293,0.031109592556637432,0.0009678067490399911,3.8082311153411865,3.6154983043670654,3.4195126805986678,3.41642427444458,0.030776810333658682,0.0009472120543139998,3.6192550659179688,3.3372673988342285,3.4195126805986678,3.41642427444458,0.030776810333658682,0.0009472120543139998,3.6192550659179688,3.3372673988342285
53,3.8031953388119337,3.7976319789886475,0.06970043141562171,0.004858150139523786,3.9913034439086914,3.6570308208465576,3.415418743346789,3.4126968383789062,0.03098567727499431,0.0009601121961900988,3.617722749710083,3.333683729171753,3.415418743346789,3.4126968383789062,0.03098567727499431,0.0009601121961900988,3.617722749710083,3.333683729171753
54,3.7394396962586396,3.731046676635742,0.03448446813064212,0.001189178542253272,3.8354251384735107,3.6263515949249268,3.4107327920309505,3.4076809883117676,0.03096387709874198,0.0009587616849859981,3.613067865371704,3.325880527496338,3.4107327920309505,3.4076809883117676,0.03096387709874198,0.0009587616849859981,3.613067865371704,3.325880527496338
55,4.7532666825359655,3.8052961826324463,1.8499942397271996,3.422478687023819,11.08929443359375,3.638470411300659,3.4070923061844725,3.4037985801696777,0.030721590128368642,0.0009438161000154777,3.61018705368042,3.3269643783569336,3.4070923061844725,3.4037985801696777,0.030721590128368642,0.0009438161000154777,3.61018705368042,3.3269643783569336
56,31.592370601914684,33.52796173095703,9.169692995249438,84.0832696271266,47.69010543823242,9.719084739685059,3.4028156692196863,3.399904727935791,0.0309962024486606,0.0009607645662383532,3.6077957153320312,3.3213448524475098,3.4028156692196863,3.399904727935791,0.0309962024486606,0.0009607645662383532,3.6077957153320312,3.3213448524475098
57,7.033571407661675,4.940476417541504,4.102345450997289,16.829238199318148,20.961647033691406,3.9457788467407227,3.39968440695579,3.397251605987549,0.030947280953703058,0.0009577341984274322,3.6071317195892334,3.3175697326660156,3.39968440695579,3.397251605987549,0.030947280953703058,0.0009577341984274322,3.6071317195892334,3.3175697326660156
58,3.811217216231068,3.770590305328369,0.10536332878712948,0.011101431053104748,4.226093769073486,3.6480824947357178,3.395703062507677,3.3928909301757812,0.031096084611539978,0.0009669664781680534,3.604722738265991,3.313199281692505,3.395703062507677,3.3928909301757812,0.031096084611539978,0.0009669664781680534,3.604722738265991,3.313199281692505
59,3.7251568729092615,3.7214467525482178,0.03039083085160734,0.0009236025998510086,3.8264412879943848,3.639869213104248,3.391999286154042,3.388916015625,0.031048177356270554,0.0009639893171464317,3.600806474685669,3.3079257011413574,3.391999286154042,3.388916015625,0.031048177356270554,0.0009639893171464317,3.600806474685669,3.3079257011413574
60,3.717514529731703,3.7148702144622803,0.028754480676764973,0.0008268201589904503,3.8154373168945312,3.63625168800354,3.388168271283926,3.3867623805999756,0.031035047537453498,0.0009631741756519984,3.5959272384643555,3.3059303760528564,3.388168271283926,3.3867623805999756,0.031035047537453498,0.0009631741756519984,3.5959272384643555,3.3059303760528564
61,3.7205165854151945,3.718020439147949,0.02936116623854239,0.0008620780828873214,3.811753511428833,3.6313798427581787,3.384615501261646,3.3823938369750977,0.0312751152119363,0.0009781328315198892,3.595691442489624,3.2992184162139893,3.384615501261646,3.3823938369750977,0.0312751152119363,0.0009781328315198892,3.595691442489624,3.2992184162139893
